"","x"
"(Intercept)",6.17860907459824
"fraud",0.358797672021129
"bda",-0.27477505166073
"risk",-1.94904951896694
"security",-0.983447707683842
"fraud:bda",-0.191643621667785
"bda:risk",0.495579817693496
"bda:security",0.118443266321887
